Gender,Income,Education,Dependents,Marital Status,Employment Status,Mortgage,Resident,Credit,Risk Status
Female,49000,Doctorate,0,Single,Employed,Yes,Semi-urban,Yes,2
Female,19000,Bachelor,2,Married,Self-employed,No,Rural,Yes,4
Male,23000,Bachelor,0,Widowed,Self-employed,Yes,Semi-urban,No,3
Male,54000,Doctorate,1,Divorced,Part-time,No,Urban,No,3
Male,88000,Bachelor,0,Single,Self-employed,Yes,Urban,Yes,2
Male,55000,Bachelor,2,Divorced,Part-time,Yes,Rural,Yes,3
Female,97000,Doctorate,1,Single,Self-employed,Yes,Urban,No,2
Male,93000,Bachelor,2,Married,Others,Yes,Semi-urban,Yes,3
Male,26000,Bachelor,0,Single,Others,Yes,Urban,Yes,3
Male,17000,Others,1,Single,Retired,No,Rural,Yes,5
Female,107000,Master,1,Separated,Self-employed,No,Urban,Yes,2
Male,59000,Master,2,Separated,Employed,Yes,Urban,Yes,2
Female,31000,Doctorate,1,Married,Others,Yes,Semi-urban,No,3
Female,115000,Bachelor,1,Married,Self-employed,Yes,Urban,Yes,2
Female,47000,Bachelor,3,Single,Unemployed,Yes,Urban,Yes,4
Male,22000,Master,2,Married,Self-employed,Yes,Semi-urban,No,3
Male,42000,Others,3,Divorced,Employed,No,Semi-urban,Yes,4
Female,67000,Bachelor,1,Single,Employed,Yes,Urban,Yes,2
